BusinessSegment,BusinessFunction,BusinessUnit,Facility,Division,Region,Market,StreetAddress,City,State,State_Name,Zip,Latitude,Longitude,STORE_TYPE_CODE,Store_Type_Text,OPEN_STATUS_CODE,OPEN_STATUS_DESC,OPEN_DATE,CLOSE_DATE,Facility_Sqft,DC_TYPE,DC_TYPE_DESC,SVC,SVC watch list,RPZ Rate,Complex Store,Complex Market,Turnaround,Academy,RPZ Watch List,Challenging,Base Division,Current_HC,County Name,FY20 Watch List
Walmart,Field Facility,Supercenter,5210,B - CENTRAL,5 - DALLAS/ N TEXAS,51,2050 N Highway 78,Wylie,TX,Texas,75098,33.0230371028416,-96.512156593352,U,SuperCenter,2,"New,open 13 months or more",2004-08-25,,188242,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,282,Collin,
Walmart,Field Facility,Supercenter,5211,B - CENTRAL,5 - DALLAS/ N TEXAS,52,5001 McKinney Ranch Pkwy,McKinney,TX,Texas,75070,33.1589228674084,-96.68126,U,SuperCenter,2,"New,open 13 months or more",2004-04-14,,210399,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,314,Collin,
Walmart,Field Facility,Neighborhood Market,5212,O - NEIGHBORHOOD MARKET,59 - ATLANTIC COAST,509,4401 Poole Rd,Raleigh,NC,North Carolina,27610,35.7665367648968,-78.5603013413325,U,SuperCenter,0,Scheduled to open,2030-03-29,,41117,0,NOT ASSIGNED,WM <$20MM,N,0,N,N,N,N,,All Other,1,0,WAKE,
Walmart,Field Facility,Supercenter,5214,A - SOUTHEAST,9 - CENTRAL FLORIDA,90,2855 N Old Lake Wilson Rd,Kissimmee,FL,Florida,34747,28.3300258511928,-81.5900757607859,U,SuperCenter,2,"New,open 13 months or more",2017-12-13,,184278,0,NOT ASSIGNED,Supercenter Complex,N,0,Y,Y,N,N,,All Other,1,544,Osceola,
Walmart,Field Facility,Supercenter,5215,M - WEST,56 - NORTH AND CENTRAL CA,581,530 Woollomes Ave,Delano,CA,California,93215,35.7468029322771,-119.249575196444,U,SuperCenter,2,"New,open 13 months or more",2013-08-14,,198183,0,NOT ASSIGNED,WM $60MM - $80MM,N,0.1,N,N,N,N,,All Other,1,292,Kern,
Walmart,Field Facility,Supercenter,5216,B - CENTRAL,44 - OK/ NW TEXAS/ W TEXAS,70,5730 W Amarillo Blvd,Amarillo,TX,Texas,79106,35.2116856027559,-101.902696037795,U,SuperCenter,2,"New,open 13 months or more",2004-01-21,,207498,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,Y,N,,All Other,1,334,Potter,
Walmart,Field Facility,Supercenter,5218,A - SOUTHEAST,9 - CENTRAL FLORIDA,111,3501 34th St S,St Petersburg,FL,Florida,33711,27.7359008780757,-82.6795045910366,U,SuperCenter,2,"New,open 13 months or more",2005-01-26,,207502,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,309,Pinellas,
Walmart,Field Facility,Supercenter,5219,B - CENTRAL,40 - MISSOURI/ E KS,411,550 Congressional Dr,Lawrence,KS,Kansas,66049,38.9725935564875,-95.3109921505301,U,SuperCenter,2,"New,open 13 months or more",2009-04-29,,99846,0,NOT ASSIGNED,WM $40MM - $60MM,N,0,N,N,N,N,,All Other,1,163,Douglas,
Walmart,Field Facility,Supercenter,5220,A - SOUTHEAST,9 - CENTRAL FLORIDA,112,8220 N Dale Mabry Hwy,Tampa,FL,Florida,33614,28.02235,-82.5052053444981,U,SuperCenter,2,"New,open 13 months or more",2004-01-21,,99428,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,274,Hillsborough,
Walmart,Field Facility,Neighborhood Market,5221,O - NEIGHBORHOOD MARKET,72 - SOUTHEAST,548,8885 N Florida Ave,Tampa,FL,Florida,33604,28.0312626785714,-82.4592246426383,U,SuperCenter,2,"New,open 13 months or more",2004-05-05,,40220,0,NOT ASSIGNED,Neighborhood Market Complex,N,0,Y,N,N,N,,All Other,1,96,Hillsborough,
Walmart,Support,SUPERCENTER,5222,X - US RETAIL SD X,99 - RETAIL REGION 99,999,Tba 5222,Beaumont,TX,Texas,77710,30.04799,-94.07762,U,SuperCenter,7,Closed,2017-01-16,2017-01-16,2,0,NOT ASSIGNED,,,0,All Other,All Other,All Other,All Other,,All Other,1,0,JEFFERSON,
Walmart,Support,REGULAR WAL-MART,5223,X - US RETAIL SD X,99 -,999,629 S Placentia Ave,Fullerton,CA,California,92831,33.8651183051839,-117.881728576265,R,Regular Wal-Mart,7,Closed,2015-02-25,2015-02-25,2,0,NOT ASSIGNED,,,0,All Other,All Other,All Other,All Other,,All Other,1,0,Orange,
Walmart,Field Facility,Neighborhood Market,5224,O - NEIGHBORHOOD MARKET,64 - SOUTHWEST,528,4226 De Zavala Rd,San Antonio,TX,Texas,78249,29.5739407799028,-98.568948948213,U,SuperCenter,2,"New,open 13 months or more",2014-10-29,,41117,0,NOT ASSIGNED,WM <$20MM,N,0,N,N,N,N,,All Other,1,65,Bexar,
Walmart,Support,SUPERCENTER,5225,X - US RETAIL SD X,99 - RETAIL REGION 99,999,Tba 5225,San Antonio,TX,Texas,78201,29.46926,-98.52816,U,SuperCenter,7,Closed,2015-05-29,2015-05-29,2,0,NOT ASSIGNED,,,0,All Other,All Other,All Other,All Other,,All Other,1,0,OKLAHOMA,
Walmart,Field Facility,Neighborhood Market,5226,O - NEIGHBORHOOD MARKET,64 - SOUTHWEST,528,9526 W Military Dr,San Antonio,TX,Texas,78251,29.4592965118383,-98.6721960621512,U,SuperCenter,2,"New,open 13 months or more",2014-08-13,,35515,0,NOT ASSIGNED,WM $20MM - $40MM,N,0,N,N,N,N,,All Other,1,77,Bexar,
Walmart,Field Facility,Supercenter,5227,E - NORTHEAST,75 - MD AND DC,292,6000 Burke Commons Rd,Burke,VA,Virginia,22015,38.7893081419507,-77.2990359339701,R,Regular Wal-Mart,2,"New,open 13 months or more",2003-10-29,,104082,0,NOT ASSIGNED,WM $60MM - $80MM,N,0.2,N,N,N,N,,All Other,1,189,Fairfax,
Walmart,Field Facility,Supercenter,5228,E - NORTHEAST,75 - MD AND DC,293,6405 Dobbin Rd,Columbia,MD,Maryland,21045,39.1968036302598,-76.8205504947391,R,Regular Wal-Mart,2,"New,open 13 months or more",2004-01-28,,107682,0,NOT ASSIGNED,WM $40MM - $60MM,N,0.1,N,Y,N,N,,All Other,1,212,Howard,
Walmart,Field Facility,Supercenter,5229,E - NORTHEAST,22 - SOUTHEAST PA/ SOUTH NJ,166,1000 Easton Rd Ste 200,Wyncote,PA,Pennsylvania,19095,40.0819743339491,-75.1713000454798,R,Regular Wal-Mart,2,"New,open 13 months or more",2004-01-28,,112474,0,NOT ASSIGNED,Supercenter Complex,N,0.1,Y,Y,N,N,,All Other,1,240,Montgomery,
Walmart,Support,SUPERCENTER,5230,X - US RETAIL SD X,99 - RETAIL REGION 99,999,3460 El Camino Ave,Sacramento,CA,California,95821,38.6102842121055,-121.384090747988,U,SuperCenter,7,Closed,2004-07-21,2018-05-31,146366,0,NOT ASSIGNED,Supercenter Complex,,0.1,All Other,All Other,All Other,All Other,,All Other,1,0,Sacramento,
Walmart,Field Facility,Supercenter,5231,M - WEST,56 - NORTH AND CENTRAL CA,452,10470 Twin Cities Rd,Galt,CA,California,95632,38.2909785843557,-121.30435176857,U,SuperCenter,2,"New,open 13 months or more",2014-06-11,,127249,0,NOT ASSIGNED,WM $60MM - $80MM,N,0.1,N,Y,N,N,,All Other,1,255,Sacramento,
Walmart,Field Facility,Supercenter,5232,M - WEST,47 - CO/ WY/ KS,388,1000 Airport Rd,Rifle,CO,Colorado,81650,39.5228111911686,-107.768731762035,U,SuperCenter,2,"New,open 13 months or more",2003-10-29,,156786,0,NOT ASSIGNED,WM $60MM - $80MM,N,0.1,N,N,N,N,,All Other,1,248,Garfield,
Walmart,Field Facility,Supercenter,5233,M - WEST,54 - NV/ UT/ W AZ/ S ID,403,5675 W 6200 S,West Valley City,UT,Utah,84118,40.6384028674084,-112.026185384615,U,SuperCenter,2,"New,open 13 months or more",2004-07-21,,207499,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,Y,,All Other,1,333,Salt Lake,
Walmart,Field Facility,Supercenter,5234,M - WEST,54 - NV/ UT/ W AZ/ S ID,401,1632 N 2000 W,Clinton,UT,Utah,84015,41.1375139407368,-112.064267228889,U,SuperCenter,2,"New,open 13 months or more",2004-01-21,,208079,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,391,Davis,
Walmart,Field Facility,Supercenter,5235,M - WEST,54 - NV/ UT/ W AZ/ S ID,403,9151 South Quarry Blvd,Sandy,UT,Utah,84094,40.57195,-111.86228,U,SuperCenter,2,"New,open 13 months or more",2007-03-14,,203819,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,313,SALT LAKE,
Walmart,Field Facility,Supercenter,5236,E - NORTHEAST,"41 - KENTUCKY, WEST VIRGINIA",257,1201 Morgantown Rd,Bowling Green,KY,Kentucky,42101,36.9886729862923,-86.4842628527417,U,SuperCenter,2,"New,open 13 months or more",2004-10-27,,205802,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,407,Warren,
Walmart,Support,SUPERCENTER,5237,X - US RETAIL SD X,99 - RETAIL REGION 99,999,Tba 5237,El Paso,TX,Texas,79901,31.75992,-106.48034,U,SuperCenter,7,Closed,2017-09-12,2017-09-12,2,0,NOT ASSIGNED,,,0,All Other,All Other,All Other,All Other,,All Other,1,0,EL PASO,
Walmart,Support,REGULAR WAL-MART,5238,X - US RETAIL SD X,99 - RETAIL REGION 99,999,Aramingo Ave,Philadelphia,PA,Pennsylvania,19134,39.98889,-75.10491,R,Regular Wal-Mart,7,Closed,2005-02-03,2015-02-26,135582,0,NOT ASSIGNED,Wal-Mart 40m - 80m,,0,All Other,All Other,All Other,All Other,,All Other,1,0,PHILADELPHIA,
Walmart,Field Facility,Supercenter,5239,E - NORTHEAST,22 - SOUTHEAST PA/ SOUTH NJ,167,567 N Route 100,Bechtelsville,PA,Pennsylvania,19505,40.3515763208034,-75.6281626633294,U,SuperCenter,2,"New,open 13 months or more",2005-10-26,,189055,0,NOT ASSIGNED,WM $60MM - $80MM,N,0.1,N,N,N,N,,All Other,1,328,Berks,
Walmart,Field Facility,Supercenter,5240,E - NORTHEAST,18 - UPSTATE NY/ N PA,190,135 Fairgrounds Memorial Pkwy,Ithaca,NY,New York,14850,42.4286934772678,-76.5120822433062,U,SuperCenter,5,"Old,more than 13 months since re-grand",2005-01-26,,187767,0,NOT ASSIGNED,WM $60MM - $80MM,N,0,N,N,N,N,,All Other,1,292,Tompkins,
Walmart,Field Facility,Supercenter,5241,E - NORTHEAST,20 - W PA/ E OH,231,915 Mills Dr,North Huntingdon,PA,Pennsylvania,15642,40.3154634438286,-79.6882717849205,U,SuperCenter,2,"New,open 13 months or more",2012-01-25,,152926,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,334,Westmoreland,
Walmart,Field Facility,Supercenter,5242,E - NORTHEAST,18 - UPSTATE NY/ N PA,191,8064 Brewerton Rd,Cicero,NY,New York,13039,43.1617966348669,-76.1199016466169,U,SuperCenter,2,"New,open 13 months or more",2005-07-20,,203876,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,N,N,,All Other,1,318,Onondaga,
Walmart,Support,SUPERCENTER,5243,X - US RETAIL SD X,99 - RETAIL REGION 99,999,Rt 57 & Liverpool Bypass,Liverpool,NY,New York,13088,43.11967,-76.21498,U,SuperCenter,7,Closed,2017-10-24,2017-10-24,204167,0,NOT ASSIGNED,Wal-Mart 40m - 80m,,0,All Other,All Other,All Other,All Other,,All Other,1,0,ONONDAGA,
Walmart,Field Facility,Supercenter,5244,B - CENTRAL,42 - ARKANSAS/ NE OK,324,19301 Cantrell Rd,Little Rock,AR,Arkansas,72223,34.8108134305836,-92.4868848784724,U,SuperCenter,2,"New,open 13 months or more",2004-08-18,,210448,0,NOT ASSIGNED,WM $40MM - $60MM,N,0,N,Y,N,N,,All Other,1,257,Pulaski,
Walmart,Field Facility,Supercenter,5245,B - CENTRAL,8 - SOUTH TEXAS,77,3302 SE Military Dr,San Antonio,TX,Texas,78223,29.35158699551,-98.4328276677212,U,SuperCenter,2,"New,open 13 months or more",2006-04-19,,203819,0,NOT ASSIGNED,WM >=$80MM,N,0,N,N,Y,N,,All Other,1,318,Bexar,
